time,vehicle,lane,pos,speed,leader,lagger,left_leader,left_lagger,right_leader,right_lagger,following_light
263,16,0,661,0,15,null,null,null,13,null,2
264,5,1,1958,37,null,7,null,4,null,null,5
264,4,0,1924,40,null,6,null,null,5,7,5
264,6,0,1863,40,4,9,null,null,5,7,null
264,7,1,1810,37,5,8,6,9,null,null,null
264,9,0,1796,34,6,10,null,null,7,8,null
264,8,1,1758,40,7,11,9,10,null,null,null
264,11,1,1688,40,8,13,9,10,null,null,null
264,10,0,1646,37,9,12,null,null,11,13,null
264,13,1,1608,40,11,14,10,12,null,null,null
264,12,0,1576,31,10,15,null,null,13,14,null
264,14,1,1530,26,13,null,12,15,null,null,null
264,15,0,1463,34,12,16,null,null,14,null,null
264,16,0,661,0,15,null,null,null,14,null,2
265,5,1,1998,40,null,7,null,4,null,null,5
265,4,0,1964,40,null,6,null,null,5,7,5
265,6,0,1903,40,4,9,null,null,5,7,null
265,7,1,1850,40,5,8,6,9,null,null,null
265,9,0,1836,40,6,10,null,null,7,8,null
265,8,1,1795,37,7,11,9,10,null,null,null
265,11,1,1725,37,8,13,9,10,null,null,null
265,10,0,1686,40,9,12,null,null,11,13,null
265,13,1,1645,37,11,14,10,12,null,null,null
265,12,0,1613,37,10,15,null,null,13,14,null
265,14,1,1553,23,13,null,12,15,null,null,null
265,15,0,1494,31,12,16,null,null,14,null,null
265,16,0,661,0,15,null,null,null,14,null,2
266,5,1,2038,40,null,7,null,4,null,null,5
266,4,0,2004,40,null,6,null,null,5,7,5
266,6,0,1943,40,4,9,null,null,5,7,null
266,7,1,1890,40,5,8,6,9,null,null,null
266,9,0,1876,40,6,10,null,null,7,8,null
266,8,1,1835,40,7,11,9,10,null,null,null
266,11,1,1759,34,8,13,9,10,null,null,null
266,10,0,1726,40,9,12,null,null,11,13,null
266,13,1,1679,34,11,14,10,12,null,null,null
266,12,0,1653,40,10,15,null,null,13,14,null
266,14,1,1582,29,13,null,12,15,null,null,null
266,15,0,1531,37,12,16,null,null,14,null,null
266,16,0,661,0,15,null,null,null,14,null,2
267,5,1,2040,2,null,7,null,4,null,null,5
267,4,0,2040,36,null,6,null,null,5,7,5
267,6,0,1983,40,4,9,null,null,5,7,null
267,7,1,1930,40,5,8,6,9,null,null,null
267,9,0,1916,40,6,10,null,null,7,8,null
267,8,1,1875,40,7,11,9,10,null,null,null
267,11,1,1799,40,8,13,9,10,null,null,null
267,10,0,1766,40,9,12,null,null,11,13,null
267,13,1,1719,40,11,14,10,12,null,null,null
267,12,0,1693,40,10,15,null,null,13,14,null
267,14,1,1617,35,13,null,12,15,null,null,null
267,15,0,1571,40,12,16,null,null,14,null,null
267,16,0,661,0,15,null,null,null,14,null,2
268,5,1,2040,0,null,7,null,4,null,null,5
268,4,0,2040,0,null,6,null,null,5,7,5
268,6,0,2020,37,4,9,null,null,5,7,null
268,7,1,1970,40,5,8,6,9,null,null,null
268,9,0,1956,40,6,10,null,null,7,8,null
268,8,1,1915,40,7,11,9,10,null,null,null
268,11,1,1839,40,8,13,9,10,null,null,null
268,10,0,1806,40,9,12,null,null,11,13,null
268,13,1,1759,40,11,14,10,12,null,null,null
268,12,0,1733,40,10,15,null,null,13,14,null
268,14,1,1657,40,13,null,12,15,null,null,null
268,15,0,1611,40,12,16,null,null,14,null,null
268,16,0,661,0,15,null,null,null,14,null,2
269,5,1,2040,0,null,7,null,4,null,null,5
269,4,0,2040,0,null,6,null,null,5,7,5
269,6,0,2025,5,4,9,null,null,5,7,null
269,7,1,2010,40,5,8,6,9,null,null,null
269,9,0,1996,40,6,10,null,null,7,8,null
269,8,1,1955,40,7,11,9,10,null,null,null
269,11,1,1879,40,8,13,9,10,null,null,null
269,10,0,1846,40,9,12,null,null,11,13,null
269,13,1,1799,40,11,14,10,12,null,null,null
269,12,0,1773,40,10,15,null,null,13,14,null
269,14,1,1697,40,13,null,12,15,null,null,null
269,15,0,1648,37,12,16,null,null,14,null,null
269,16,0,661,0,15,null,null,null,14,null,2
270,5,1,2040,0,null,7,null,4,null,null,5
270,4,0,2040,0,null,6,null,null,5,7,5
270,6,0,2025,0,4,9,null,null,5,7,null
270,7,1,2025,15,5,8,6,9,null,null,null
270,9,0,2010,14,6,10,null,null,7,8,null
270,8,1,1995,40,7,11,9,10,null,null,null
270,11,1,1919,40,8,13,9,10,null,null,null
270,10,0,1886,40,9,12,null,null,11,13,null
270,13,1,1839,40,11,14,10,12,null,null,null
270,12,0,1810,37,10,15,null,null,13,14,null
270,14,1,1737,40,13,null,12,15,null,null,null
270,15,0,1688,40,12,16,null,null,14,null,null
270,16,0,661,0,15,null,null,null,14,null,2
271,5,1,2040,0,null,7,null,4,null,null,5
271,4,0,2040,0,null,6,null,null,5,7,5
271,6,0,2025,0,4,9,null,null,5,7,null
271,7,1,2025,0,5,8,6,9,null,null,null
271,9,0,2010,0,6,10,null,null,7,8,null
271,8,1,2010,15,7,11,9,10,null,null,null
271,11,1,1959,40,8,13,9,10,null,null,null
271,10,0,1926,40,9,12,null,null,11,13,null
271,13,1,1879,40,11,14,10,12,null,null,null
271,12,0,1850,40,10,15,null,null,13,14,null
271,14,1,1777,40,13,null,12,15,null,null,null
271,15,0,1725,37,12,16,null,null,14,null,null
271,16,0,661,0,15,null,null,null,14,null,2
272,5,1,2040,0,null,7,null,4,null,null,5
272,4,0,2040,0,null,6,null,null,5,7,5
272,6,0,2025,0,4,9,null,null,5,7,null
272,7,1,2025,0,5,8,6,9,null,null,null
272,9,0,2010,0,6,10,null,null,7,8,null
272,8,1,2010,0,7,11,9,10,null,null,null
272,11,1,1995,36,8,13,9,10,null,null,null
272,10,0,1966,40,9,12,null,null,11,13,null
272,13,1,1919,40,11,14,10,12,null,null,null
272,12,0,1890,40,10,15,null,null,13,14,null
272,14,1,1817,40,13,null,12,15,null,null,null
272,15,0,1765,40,12,16,null,null,14,null,null
272,16,0,661,0,15,null,null,null,14,null,2
273,5,1,2040,0,null,7,null,4,null,null,5
273,4,0,2040,0,null,6,null,null,5,7,5
273,6,0,2025,0,4,9,null,null,5,7,null
273,7,1,2025,0,5,8,6,9,null,null,null
273,9,0,2010,0,6,10,null,null,7,8,null
273,8,1,2010,0,7,11,9,10,null,null,null
273,11,1,1995,0,8,13,9,10,null,null,null
273,10,0,1995,29,9,12,null,null,11,13,null
273,13,1,1956,37,11,14,10,12,null,null,null
273,12,0,1930,40,10,15,null,null,13,14,null
273,14,1,1857,40,13,null,12,15,null,null,null
273,15,0,1805,40,12,16,null,null,14,null,null
273,16,0,661,0,15,null,null,null,14,null,2
274,5,1,2040,0,null,7,null,4,null,null,5
274,4,0,2040,0,null,6,null,null,5,7,5
274,6,0,2025,0,4,9,null,null,5,7,null
274,7,1,2025,0,5,8,6,9,null,null,null
274,9,0,2010,0,6,10,null,null,7,8,null
274,8,1,2010,0,7,11,9,10,null,null,null
274,11,1,1995,0,8,13,9,10,null,null,null
274,10,0,1995,0,9,12,null,null,11,13,null
274,13,1,1980,24,11,14,10,12,null,null,null
274,12,0,1970,40,10,15,null,null,13,14,null
274,14,1,1897,40,13,null,12,15,null,null,null
274,15,0,1845,40,12,16,null,null,14,null,null
274,16,0,661,0,15,null,null,null,14,null,2
275,5,1,2040,0,null,7,null,4,null,null,5
275,4,0,2040,0,null,6,null,null,5,7,5
275,6,0,2025,0,4,9,null,null,5,7,null
275,7,1,2025,0,5,8,6,9,null,null,null
275,9,0,2010,0,6,10,null,null,7,8,null
275,8,1,2010,0,7,11,9,10,null,null,null
275,11,1,1995,0,8,13,9,10,null,null,null
275,10,0,1995,0,9,12,null,null,11,13,null
275,13,1,1980,0,11,14,10,12,null,null,null
275,12,0,1980,10,10,15,null,null,13,14,null
275,14,1,1937,40,13,null,12,15,null,null,null
275,15,0,1885,40,12,16,null,null,14,null,null
275,16,0,661,0,15,null,null,null,14,null,2
276,5,1,2040,0,null,7,null,4,null,null,5
276,4,0,2040,0,null,6,null,null,5,7,5
276,6,0,2025,0,4,9,null,null,5,7,null
276,7,1,2025,0,5,8,6,9,null,null,null
276,9,0,2010,0,6,10,null,null,7,8,null
276,8,1,2010,0,7,11,9,10,null,null,null
276,11,1,1995,0,8,13,9,10,null,null,null
276,10,0,1995,0,9,12,null,null,11,13,null
276,13,1,1980,0,11,14,10,12,null,null,null
276,12,0,1980,0,10,15,null,null,13,14,null
276,14,1,1965,28,13,null,12,15,null,null,null
276,15,0,1925,40,12,16,null,null,14,null,null
276,16,0,661,0,15,null,null,null,14,null,2
277,5,1,2040,0,null,7,null,4,null,null,5
277,4,0,2040,0,null,6,null,null,5,7,5
277,6,0,2025,0,4,9,null,null,5,7,null
277,7,1,2025,0,5,8,6,9,null,null,null
277,9,0,2010,0,6,10,null,null,7,8,null
277,8,1,2010,0,7,11,9,10,null,null,null
277,11,1,1995,0,8,13,9,10,null,null,null
277,10,0,1995,0,9,12,null,null,11,13,null
277,13,1,1980,0,11,14,10,12,null,null,null
277,12,0,1980,0,10,15,null,null,13,14,null
277,14,1,1965,0,13,null,12,15,null,null,null
277,15,0,1965,40,12,16,null,null,14,null,null
277,16,0,661,0,15,null,null,null,14,null,2
278,5,1,2040,0,null,7,null,4,null,null,5
278,4,0,2040,0,null,6,null,null,5,7,5
278,6,0,2025,0,4,9,null,null,5,7,null
278,7,1,2025,0,5,8,6,9,null,null,null
278,9,0,2010,0,6,10,null,null,7,8,null
278,8,1,2010,0,7,11,9,10,null,null,null
278,11,1,1995,0,8,13,9,10,null,null,null
278,10,0,1995,0,9,12,null,null,11,13,null
278,13,1,1980,0,11,14,10,12,null,null,null
278,12,0,1980,0,10,15,null,null,13,14,null
278,14,1,1965,0,13,null,12,15,null,null,null
278,15,0,1965,0,12,16,null,null,14,null,null
278,16,0,661,0,15,null,null,null,14,null,2
279,5,1,2040,0,null,7,null,4,null,null,5
279,4,0,2040,0,null,6,null,null,5,7,5
279,6,0,2025,0,4,9,null,null,5,7,null
279,7,1,2025,0,5,8,6,9,null,null,null
279,9,0,2010,0,6,10,null,null,7,8,null
279,8,1,2010,0,7,11,9,10,null,null,null
279,11,1,1995,0,8,13,9,10,null,null,null
279,10,0,1995,0,9,12,null,null,11,13,null
279,13,1,1980,0,11,14,10,12,null,null,null
279,12,0,1980,0,10,15,null,null,13,14,null
279,14,1,1965,0,13,null,12,15,null,null,null
279,15,0,1965,0,12,16,null,null,14,null,null
279,16,0,661,0,15,null,null,null,14,null,2
280,5,1,2040,0,null,7,null,4,null,null,5
280,4,0,2040,0,null,6,null,null,5,7,5
280,6,0,2025,0,4,9,null,null,5,7,null
280,7,1,2025,0,5,8,6,9,null,null,null
280,9,0,2010,0,6,10,null,null,7,8,null
280,8,1,2010,0,7,11,9,10,null,null,null
280,11,1,1995,0,8,13,9,10,null,null,null
280,10,0,1995,0,9,12,null,null,11,13,null
280,13,1,1980,0,11,14,10,12,null,null,null
280,12,0,1980,0,10,15,null,null,13,14,null
280,14,1,1965,0,13,null,12,15,null,null,null
280,15,0,1965,0,12,16,null,null,14,null,null
280,16,0,661,0,15,null,null,null,14,null,2
281,5,1,2040,0,null,7,null,4,null,null,5
281,4,0,2040,0,null,6,null,null,5,7,5
281,6,0,2025,0,4,9,null,null,5,7,null
281,7,1,2025,0,5,8,6,9,null,null,null
281,9,0,2010,0,6,10,null,null,7,8,null
281,8,1,2010,0,7,11,9,10,null,null,null
281,11,1,1995,0,8,13,9,10,null,null,null
281,10,0,1995,0,9,12,null,null,11,13,null
281,13,1,1980,0,11,14,10,12,null,null,null
281,12,0,1980,0,10,15,null,null,13,14,null
281,14,1,1965,0,13,null,12,15,null,null,null
281,15,0,1965,0,12,16,null,null,14,null,null
281,16,0,661,0,15,null,null,null,14,null,2
282,5,1,2040,0,null,7,null,4,null,null,5
282,4,0,2040,0,null,6,null,null,5,7,5
282,6,0,2025,0,4,9,null,null,5,7,null
282,7,1,2025,0,5,8,6,9,null,null,null
282,9,0,2010,0,6,10,null,null,7,8,null
282,8,1,2010,0,7,11,9,10,null,null,null
282,11,1,1995,0,8,13,9,10,null,null,null
282,10,0,1995,0,9,12,null,null,11,13,null
282,13,1,1980,0,11,14,10,12,null,null,null
282,12,0,1980,0,10,15,null,null,13,14,null
282,14,1,1965,0,13,null,12,15,null,null,null
282,15,0,1965,0,12,16,null,null,14,null,null
282,16,0,661,0,15,null,null,null,14,null,2
283,5,1,2040,0,null,7,null,4,null,null,5
283,4,0,2040,0,null,6,null,null,5,7,5
283,6,0,2025,0,4,9,null,null,5,7,null
283,7,1,2025,0,5,8,6,9,null,null,null
283,9,0,2010,0,6,10,null,null,7,8,null
283,8,1,2010,0,7,11,9,10,null,null,null
283,11,1,1995,0,8,13,9,10,null,null,null
283,10,0,1995,0,9,12,null,null,11,13,null
283,13,1,1980,0,11,14,10,12,null,null,null
283,12,0,1980,0,10,15,null,null,13,14,null
283,14,1,1965,0,13,null,12,15,null,null,null
283,15,0,1965,0,12,16,null,null,14,null,null
283,16,0,661,0,15,null,null,null,14,null,2
284,5,1,2040,0,null,7,null,4,null,null,5
284,4,0,2040,0,null,6,null,null,5,7,5
284,6,0,2025,0,4,9,null,null,5,7,null
284,7,1,2025,0,5,8,6,9,null,null,null
284,9,0,2010,0,6,10,null,null,7,8,null
284,8,1,2010,0,7,11,9,10,null,null,null
284,11,1,1995,0,8,13,9,10,null,null,null
284,10,0,1995,0,9,12,null,null,11,13,null
284,13,1,1980,0,11,14,10,12,null,null,null
284,12,0,1980,0,10,15,null,null,13,14,null
284,14,1,1965,0,13,null,12,15,null,null,null
284,15,0,1965,0,12,16,null,null,14,null,null
284,16,0,661,0,15,null,null,null,14,null,2
285,5,1,2040,0,null,7,null,4,null,null,5
285,4,0,2040,0,null,6,null,null,5,7,5
285,6,0,2025,0,4,9,null,null,5,7,null
285,7,1,2025,0,5,8,6,9,null,null,null
285,9,0,2010,0,6,10,null,null,7,8,null
285,8,1,2010,0,7,11,9,10,null,null,null
285,11,1,1995,0,8,13,9,10,null,null,null
285,10,0,1995,0,9,12,null,null,11,13,null
285,13,1,1980,0,11,14,10,12,null,null,null
285,12,0,1980,0,10,15,null,null,13,14,null
285,14,1,1965,0,13,null,12,15,null,null,null
285,15,0,1965,0,12,16,null,null,14,null,null
285,16,0,661,0,15,null,null,null,14,null,2
286,5,1,2040,0,null,7,null,4,null,null,5
286,4,0,2040,0,null,6,null,null,5,7,5
286,6,0,2025,0,4,9,null,null,5,7,null
286,7,1,2025,0,5,8,6,9,null,null,null
286,9,0,2010,0,6,10,null,null,7,8,null
286,8,1,2010,0,7,11,9,10,null,null,null
286,11,1,1995,0,8,13,9,10,null,null,null
286,10,0,1995,0,9,12,null,null,11,13,null
286,13,1,1980,0,11,14,10,12,null,null,null
286,12,0,1980,0,10,15,null,null,13,14,null
286,14,1,1965,0,13,null,12,15,null,null,null
286,15,0,1965,0,12,16,null,null,14,null,null
286,16,0,661,0,15,null,null,null,14,null,2
287,5,1,2040,0,null,7,null,4,null,null,5
287,4,0,2040,0,null,6,null,null,5,7,5
287,6,0,2025,0,4,9,null,null,5,7,null
287,7,1,2025,0,5,8,6,9,null,null,null
287,9,0,2010,0,6,10,null,null,7,8,null
287,8,1,2010,0,7,11,9,10,null,null,null
287,11,1,1995,0,8,13,9,10,null,null,null
287,10,0,1995,0,9,12,null,null,11,13,null
287,13,1,1980,0,11,14,10,12,null,null,null
287,12,0,1980,0,10,15,null,null,13,14,null
287,14,1,1965,0,13,null,12,15,null,null,null
287,15,0,1965,0,12,16,null,null,14,null,null
287,16,0,661,0,15,null,null,null,14,null,2
288,5,1,2040,0,null,7,null,4,null,null,5
288,4,0,2040,0,null,6,null,null,5,7,5
288,6,0,2025,0,4,9,null,null,5,7,null
288,7,1,2025,0,5,8,6,9,null,null,null
288,9,0,2010,0,6,10,null,null,7,8,null
288,8,1,2010,0,7,11,9,10,null,null,null
288,11,1,1995,0,8,13,9,10,null,null,null
288,10,0,1995,0,9,12,null,null,11,13,null
288,13,1,1980,0,11,14,10,12,null,null,null
288,12,0,1980,0,10,15,null,null,13,14,null
288,14,1,1965,0,13,null,12,15,null,null,null
288,15,0,1965,0,12,16,null,null,14,null,null
288,16,0,661,0,15,null,null,null,14,null,2
289,5,1,2040,0,null,7,null,4,null,null,5
289,4,0,2040,0,null,6,null,null,5,7,5
289,6,0,2025,0,4,9,null,null,5,7,null
289,7,1,2025,0,5,8,6,9,null,null,null
289,9,0,2010,0,6,10,null,null,7,8,null
289,8,1,2010,0,7,11,9,10,null,null,null
289,11,1,1995,0,8,13,9,10,null,null,null
289,10,0,1995,0,9,12,null,null,11,13,null
289,13,1,1980,0,11,14,10,12,null,null,null
289,12,0,1980,0,10,15,null,null,13,14,null
289,14,1,1965,0,13,null,12,15,null,null,null
289,15,0,1965,0,12,16,null,null,14,null,null
289,16,0,661,0,15,null,null,null,14,null,2
290,5,1,2040,0,null,7,null,4,null,null,5
290,4,0,2040,0,null,6,null,null,5,7,5
290,6,0,2025,0,4,9,null,null,5,7,null
290,7,1,2025,0,5,8,6,9,null,null,null
290,9,0,2010,0,6,10,null,null,7,8,null
290,8,1,2010,0,7,11,9,10,null,null,null
290,11,1,1995,0,8,13,9,10,null,null,null
290,10,0,1995,0,9,12,null,null,11,13,null
290,13,1,1980,0,11,14,10,12,null,null,null
290,12,0,1980,0,10,15,null,null,13,14,null
290,14,1,1965,0,13,null,12,15,null,null,null
290,15,0,1965,0,12,16,null,null,14,null,null
290,16,0,661,0,15,null,null,null,14,null,2
291,5,1,2040,0,null,7,null,4,null,null,5
291,4,0,2040,0,null,6,null,null,5,7,5
291,6,0,2025,0,4,9,null,null,5,7,null
291,7,1,2025,0,5,8,6,9,null,null,null
291,9,0,2010,0,6,10,null,null,7,8,null
291,8,1,2010,0,7,11,9,10,null,null,null
291,11,1,1995,0,8,13,9,10,null,null,null
291,10,0,1995,0,9,12,null,null,11,13,null
291,13,1,1980,0,11,14,10,12,null,null,null
291,12,0,1980,0,10,15,null,null,13,14,null
291,14,1,1965,0,13,null,12,15,null,null,null
291,15,0,1965,0,12,16,null,null,14,null,null
291,16,0,661,0,15,null,null,null,14,null,2
292,5,1,2040,0,null,7,null,4,null,null,5
292,4,0,2040,0,null,6,null,null,5,7,5
292,6,0,2025,0,4,9,null,null,5,7,null
292,7,1,2025,0,5,8,6,9,null,null,null
292,9,0,2010,0,6,10,null,null,7,8,null
292,8,1,2010,0,7,11,9,10,null,null,null
292,11,1,1995,0,8,13,9,10,null,null,null
292,10,0,1995,0,9,12,null,null,11,13,null
292,13,1,1980,0,11,14,10,12,null,null,null
292,12,0,1980,0,10,15,null,null,13,14,null
292,14,1,1965,0,13,null,12,15,null,null,null
292,15,0,1965,0,12,16,null,null,14,null,null
292,16,0,661,0,15,null,null,null,14,null,2
293,5,1,2040,0,null,7,null,4,null,null,5
293,4,0,2040,0,null,6,null,null,5,7,5
293,6,0,2025,0,4,9,null,null,5,7,null
293,7,1,2025,0,5,8,6,9,null,null,null
293,9,0,2010,0,6,10,null,null,7,8,null
293,8,1,2010,0,7,11,9,10,null,null,null
293,11,1,1995,0,8,13,9,10,null,null,null
293,10,0,1995,0,9,12,null,null,11,13,null
293,13,1,1980,0,11,14,10,12,null,null,null
293,12,0,1980,0,10,15,null,null,13,14,null
293,14,1,1965,0,13,null,12,15,null,null,null
293,15,0,1965,0,12,16,null,null,14,null,null
293,16,0,661,0,15,null,null,null,14,null,2
294,5,1,2040,0,null,7,null,4,null,null,5
294,4,0,2040,0,null,6,null,null,5,7,5
294,6,0,2025,0,4,9,null,null,5,7,null
294,7,1,2025,0,5,8,6,9,null,null,null
294,9,0,2010,0,6,10,null,null,7,8,null
294,8,1,2010,0,7,11,9,10,null,null,null
294,11,1,1995,0,8,13,9,10,null,null,null
294,10,0,1995,0,9,12,null,null,11,13,null
294,13,1,1980,0,11,14,10,12,null,null,null
294,12,0,1980,0,10,15,null,null,13,14,null
294,14,1,1965,0,13,null,12,15,null,null,null
294,15,0,1965,0,12,16,null,null,14,null,null
294,16,0,661,0,15,null,null,null,14,null,2
295,5,1,2040,0,null,7,null,4,null,null,5
295,4,0,2040,0,null,6,null,null,5,7,5
295,6,0,2025,0,4,9,null,null,5,7,null
295,7,1,2025,0,5,8,6,9,null,null,null
295,9,0,2010,0,6,10,null,null,7,8,null
295,8,1,2010,0,7,11,9,10,null,null,null
295,11,1,1995,0,8,13,9,10,null,null,null
295,10,0,1995,0,9,12,null,null,11,13,null
295,13,1,1980,0,11,14,10,12,null,null,null
295,12,0,1980,0,10,15,null,null,13,14,null
295,14,1,1965,0,13,null,12,15,null,null,null
295,15,0,1965,0,12,16,null,null,14,null,null
295,16,0,661,0,15,null,null,null,14,null,2
296,5,1,2040,0,null,7,null,4,null,null,5
296,4,0,2040,0,null,6,null,null,5,7,5
296,6,0,2025,0,4,9,null,null,5,7,null
296,7,1,2025,0,5,8,6,9,null,null,null
296,9,0,2010,0,6,10,null,null,7,8,null
296,8,1,2010,0,7,11,9,10,null,null,null
296,11,1,1995,0,8,13,9,10,null,null,null
296,10,0,1995,0,9,12,null,null,11,13,null
296,13,1,1980,0,11,14,10,12,null,null,null
296,12,0,1980,0,10,15,null,null,13,14,null
296,14,1,1965,0,13,null,12,15,null,null,null
296,15,0,1965,0,12,16,null,null,14,null,null
296,16,0,661,0,15,null,null,null,14,null,2
297,5,1,2040,0,null,7,null,4,null,null,5
297,4,0,2040,0,null,6,null,null,5,7,5
297,6,0,2025,0,4,9,null,null,5,7,null
297,7,1,2025,0,5,8,6,9,null,null,null
297,9,0,2010,0,6,10,null,null,7,8,null
297,8,1,2010,0,7,11,9,10,null,null,null
297,11,1,1995,0,8,13,9,10,null,null,null
297,10,0,1995,0,9,12,null,null,11,13,null
297,13,1,1980,0,11,14,10,12,null,null,null
297,12,0,1980,0,10,15,null,null,13,14,null
297,14,1,1965,0,13,null,12,15,null,null,null
297,15,0,1965,0,12,16,null,null,14,null,null
297,16,0,661,0,15,null,null,null,14,null,2
298,5,1,2040,0,null,7,null,4,null,null,5
298,4,0,2040,0,null,6,null,null,5,7,5
298,6,0,2025,0,4,9,null,null,5,7,null
298,7,1,2025,0,5,8,6,9,null,null,null
298,9,0,2010,0,6,10,null,null,7,8,null
298,8,1,2010,0,7,11,9,10,null,null,null
298,11,1,1995,0,8,13,9,10,null,null,null
298,10,0,1995,0,9,12,null,null,11,13,null
298,13,1,1980,0,11,14,10,12,null,null,null
298,12,0,1980,0,10,15,null,null,13,14,null
298,14,1,1965,0,13,null,12,15,null,null,null
298,15,0,1965,0,12,16,null,null,14,null,null
298,16,0,661,0,15,null,null,null,14,null,2
299,5,1,2040,0,null,7,null,4,null,null,5
299,4,0,2040,0,null,6,null,null,5,7,5
299,6,0,2025,0,4,9,null,null,5,7,null
299,7,1,2025,0,5,8,6,9,null,null,null
299,9,0,2010,0,6,10,null,null,7,8,null
299,8,1,2010,0,7,11,9,10,null,null,null
299,11,1,1995,0,8,13,9,10,null,null,null
299,10,0,1995,0,9,12,null,null,11,13,null
299,13,1,1980,0,11,14,10,12,null,null,null
299,12,0,1980,0,10,15,null,null,13,14,null
299,14,1,1965,0,13,null,12,15,null,null,null
299,15,0,1965,0,12,16,null,null,14,null,null
299,16,0,661,0,15,null,null,null,14,null,2
300,5,1,2040,0,null,7,null,4,null,null,5
300,4,0,2040,0,null,6,null,null,5,7,5
300,6,0,2025,0,4,9,null,null,5,7,null
300,7,1,2025,0,5,8,6,9,null,null,null
300,9,0,2010,0,6,10,null,null,7,8,null
300,8,1,2010,0,7,11,9,10,null,null,null
300,11,1,1995,0,8,13,9,10,null,null,null
300,10,0,1995,0,9,12,null,null,11,13,null
300,13,1,1980,0,11,14,10,12,null,null,null
300,12,0,1980,0,10,15,null,null,13,14,null
300,14,1,1965,0,13,null,12,15,null,null,null
300,15,0,1965,0,12,16,null,null,14,null,null
300,16,0,661,0,15,null,null,null,14,null,2
301,5,1,2040,0,null,7,null,4,null,null,5
301,4,0,2040,0,null,6,null,null,5,7,5
301,6,0,2025,0,4,9,null,null,5,7,null
301,7,1,2025,0,5,8,6,9,null,null,null
301,9,0,2010,0,6,10,null,null,7,8,null
301,8,1,2010,0,7,11,9,10,null,null,null
301,11,1,1995,0,8,13,9,10,null,null,null
301,10,0,1995,0,9,12,null,null,11,13,null
301,13,1,1980,0,11,14,10,12,null,null,null
301,12,0,1980,0,10,15,null,null,13,14,null
301,14,1,1965,0,13,null,12,15,null,null,null
301,15,0,1965,0,12,16,null,null,14,null,null
301,16,0,661,0,15,null,null,null,14,null,2
302,5,1,2040,0,null,7,null,4,null,null,5
302,4,0,2040,0,null,6,null,null,5,7,5
302,6,0,2025,0,4,9,null,null,5,7,null
302,7,1,2025,0,5,8,6,9,null,null,null
302,9,0,2010,0,6,10,null,null,7,8,null
302,8,1,2010,0,7,11,9,10,null,null,null
302,11,1,1995,0,8,13,9,10,null,null,null
302,10,0,1995,0,9,12,null,null,11,13,null
302,13,1,1980,0,11,14,10,12,null,null,null
302,12,0,1980,0,10,15,null,null,13,14,null
302,14,1,1965,0,13,null,12,15,null,null,null
302,15,0,1965,0,12,16,null,null,14,null,null
302,16,0,667,6,15,null,null,null,14,null,3
303,5,1,2040,0,null,7,null,4,null,null,5
303,4,0,2040,0,null,6,null,null,5,7,5
303,6,0,2025,0,4,9,null,null,5,7,null
303,7,1,2025,0,5,8,6,9,null,null,null
303,9,0,2010,0,6,10,null,null,7,8,null
303,8,1,2010,0,7,11,9,10,null,null,null
303,11,1,1995,0,8,13,9,10,null,null,null
303,10,0,1995,0,9,12,null,null,11,13,null
303,13,1,1980,0,11,14,10,12,null,null,null
303,12,0,1980,0,10,15,null,null,13,14,null
303,14,1,1965,0,13,null,12,15,null,null,null
303,15,0,1965,0,12,16,null,null,14,null,null
303,16,0,679,12,15,null,null,null,14,null,3
304,5,1,2040,0,null,7,null,4,null,null,5
304,4,0,2040,0,null,6,null,null,5,7,5
304,6,0,2025,0,4,9,null,null,5,7,null
304,7,1,2025,0,5,8,6,9,null,null,null
304,9,0,2010,0,6,10,null,null,7,8,null
304,8,1,2010,0,7,11,9,10,null,null,null
304,11,1,1995,0,8,13,9,10,null,null,null
304,10,0,1995,0,9,12,null,null,11,13,null
304,13,1,1980,0,11,14,10,12,null,null,null
304,12,0,1980,0,10,15,null,null,13,14,null
304,14,1,1965,0,13,null,12,15,null,null,null
304,15,0,1965,0,12,16,null,null,14,null,null
304,16,0,697,18,15,null,null,null,14,null,3
305,5,1,2040,0,null,7,null,4,null,null,5
305,4,0,2040,0,null,6,null,null,5,7,5
305,6,0,2025,0,4,9,null,null,5,7,null
305,7,1,2025,0,5,8,6,9,null,null,null
305,9,0,2010,0,6,10,null,null,7,8,null
305,8,1,2010,0,7,11,9,10,null,null,null
305,11,1,1995,0,8,13,9,10,null,null,null
305,10,0,1995,0,9,12,null,null,11,13,null
305,13,1,1980,0,11,14,10,12,null,null,null
305,12,0,1980,0,10,15,null,null,13,14,null
305,14,1,1965,0,13,null,12,15,null,null,null
305,15,0,1965,0,12,16,null,null,14,null,null
305,16,0,721,24,15,null,null,null,14,null,3
306,5,1,2040,0,null,7,null,4,null,null,5
306,4,0,2040,0,null,6,null,null,5,7,5
306,6,0,2025,0,4,9,null,null,5,7,null
306,7,1,2025,0,5,8,6,9,null,null,null
306,9,0,2010,0,6,10,null,null,7,8,null
306,8,1,2010,0,7,11,9,10,null,null,null
306,11,1,1995,0,8,13,9,10,null,null,null
306,10,0,1995,0,9,12,null,null,11,13,null
306,13,1,1980,0,11,14,10,12,null,null,null
306,12,0,1980,0,10,15,null,null,13,14,null
306,14,1,1965,0,13,null,12,15,null,null,null
306,15,0,1965,0,12,16,null,null,14,null,null
